EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
7977,57,18,No,$46.42 ,40,Salary,96553.6,81,Research,Male,Divorced,9,24,Mail Check,Yes
7978,27,5,Yes,$21.04 ,40,Salary,43763.2,54,Laboratory,Female,Single,3,5,Mail_Check,Yes
7979,51,6,Yes,$69.96 ,40,Salary,145516.8,-5,Human Resources,Female,Divorced,3,6,Mail Check,Yes
7980,50,15,Yes,$83.39 ,40,Salary,173451.2,22,Information Technology,Female,Married,2,23,Mail Check,Yes
7981,56,17,No,$47.52 ,40,Salary,98841.6,-4,Research,Male,Single,1,9,Mail Check,N/A
7982,36,10,Yes,$35.06 ,40,Salary,72924.8,86,Laboratory,Female,Divorced,5,21,Mail Check,Yes
7983,34,6,No,$24.81 ,40,Salary,51604.8,96,Human Resources,Female,Married,4,N/A,Mail_Check,N/A
7984,50,17,Yes,$54.94 ,40,Salary,114275.2,77,Research,Female,Single,2,15,Mailed Check,N/A
7985,43,9,Yes,$67.76 ,40,Salary,140940.8,7,Research,Female,Divorced,4,21,Mail Check,Yes
7986,30,7,No,$24.92 ,40,Salary,52833.6,14,Research,Female,Divorced,2,7,Mail Check,Yes
7987,36,4,Yes,$30.47 ,40,Salary,63377.6,92,Manufacturing,Male,Married,1,7,Direct Deposit,Yes
7988,60,20,No,$86.32 ,40,Salary,179545.6,80,Information Technology,Female,Single,9,20,Mail Check,N/A
7989,37,1,No,$88.28 ,40,Salary,283622.4,75,Sales,Female,Divorced,6,N/A,DirectDeposit,Yes
7990,46,17,Yes,$86.75 ,40,Salary,280440,31,Marketing,Male,Married,9,6,Mail Check,Yes
7991,40,9,No,$44.60 ,40,Salary,92768,13,Manufacturing,Male,Married,6,15,Mail Check,Yes
7992,61,10,No,$94.13 ,40,Salary,335790.4,47,Sales,Female,Divorced,8,N/A,Mailed Check,Yes
7993,61,18,Yes,$78.58 ,40,Salary,163446.4,35,Laboratory,Female,Divorced,6,16,Mail Check,Yes
7994,54,7,Yes,$37.38 ,40,Salary,77750.4,54,Manufacturing,Female,Divorced,N/A,8,Mail Check,Yes
7995,33,5,No,$26.75 ,40,Salary,55640,96,Manufacturing,Female,Single,1,12,Mailed Check,Yes
7996,45,15,No,$62.83 ,40,Salary,130686.4,20,Human Resources,Male,Married,N/A,6,DirectDeposit,Yes
7997,54,6,No,$32.53 ,40,Salary,67662.4,66,Sales,Male,Single,6,N/A,Mailed Check,Yes
7998,33,1,No,$27.76 ,40,Salary,57740.8,-7,Marketing,Female,Divorced,4,25,Mailed Check,Yes
7999,55,7,No,$38.77 ,40,Salary,80641.6,62,Healthcare,Female,Married,3,22,Mail Check,Yes
8000,34,6,No,$25.11 ,40,Salary,52228.8,98,Research,Female,Divorced,4,24,Mail Check,Yes
8001,43,10,Yes,$71.30 ,40,Salary,148304,-1,Human Resources,Male,Single,6,5,Mailed Check,N/A
8002,46,11,No,$61.13 ,40,Salary,127150.4,85,Human Resources,Male,Single,4,11,Mail Check,N/A
8003,48,15,No,$32.63 ,40,Salary,67870.4,63,Sales,Male,Divorced,N/A,21,Direct_Deposit,N/A
8004,36,2,No,$87.85 ,40,Salary,282728,39,Manufacturing,Female,Married,2,13,DirectDeposit,Yes
8005,31,2,No,$22.95 ,40,Salary,47736,-2,Healthcare,Female,Single,3,24,Mail_Check,Yes
8006,52,19,Yes,$55.56 ,40,Salary,115564.8,-3,Laboratory,Male,Divorced,8,23,Mail Check,Yes
8007,48,9,No,$40.65 ,40,Salary,84552,-13,Laboratory,Male,Divorced,5,N/A,Mail Check,Yes
8008,58,10,Yes,$31.78 ,40,Salary,66102.4,10,Research,Male,Married,8,13,Mail Check,Yes
8009,47,17,No,$58.78 ,40,Salary,122262.4,63,Sales,Female,Married,N/A,20,DirectDeposit,Yes
8010,39,8,No,$57.99 ,40,Salary,120633.2,31,Sales,Female,Single,2,18,Mail Check,N/A
8011,59,8,Yes,$33.52 ,40,Salary,40601.6,14,Sales,Male,Single,7,7,Mail_Check,Yes
8012,42,1,Yes,$48.11 ,40,Salary,100068.8,42,Sales,Male,Divorced,1,20,Direct_Deposit,Yes
8013,28,5,No,$25.02 ,40,Salary,52041.6,44,Healthcare,Female,Single,2,14,Direct_Deposit,Yes
8014,57,11,Yes,$32.34 ,40,Salary,67267.2,85,Laboratory,Female,Married,6,10,Mail Check,Yes
8015,58,10,No,$32.60 ,40,Salary,67808,62,Manufacturing,Male,Divorced,8,25,Mail Check,N/A
8016,32,9,Yes,$26.42 ,40,Salary,54953.6,10,Human Resources,Female,Married,2,20,Direct Deposit,N/A
8017,38,4,No,$39.61 ,40,Salary,82388.8,68,Research,Female,Single,4,15,Mailed Check,Yes
8018,41,4,Yes,$33.65 ,40,Salary,69992,50,Research,Female,Married,8,12,Mail Check,Yes
8019,50,19,Yes,$89.86 ,40,Salary,286908.8,82,Human Resources,Female,Divorced,1,22,Mailed Check,Yes
8020,40,4,No,$97.02 ,40,Salary,202801.6,28,Human Resources,Female,Married,1,8,Mail Check,Yes
8021,38,3,No,$61.99 ,40,Salary,128939.2,23,Research,Male,Single,6,24,Mailed Check,N/A
8022,51,14,No,$54.90 ,40,Salary,114332,-6,Research,Male,Single,2,25,Direct_Deposit,N/A
8023,51,12,Yes,$60.41 ,40,Salary,125652.8,29,Human Resources,Female,Married,5,10,Mail Check,Yes
8024,44,13,No,$61.04 ,40,Salary,126963.2,76,Human Resources,Male,Single,7,18,DirectDeposit,N/A
8025,53,20,Yes,$73.57 ,40,Salary,153025.6,77,Sales,Female,Single,3,15,Mailed Check,N/A
8026,56,16,Yes,$55.75 ,40,Salary,115960,25,Laboratory,Female,Married,8,7,Direct_Deposit,Yes
8027,56,13,Yes,$91.58 ,40,Salary,330486.4,32,Sales,Female,Single,5,19,Mailed Check,N/A
8028,47,19,Yes,$90.41 ,40,Salary,288052.8,6,Healthcare,Male,Single,1,13,Mailed Check,N/A
8029,58,12,No,$49.30 ,40,Salary,102544,17,Manufacturing,Female,Married,5,N/A,Mailed Check,Yes
8030,28,1,No,$22.91 ,40,Salary,47652.8,66,Research,Male,Divorced,1,21,Direct_Deposit,Yes
8031,41,2,Yes,$31.27 ,40,Salary,65041.6,10,Sales,Male,Divorced,N/A,20,Direct_Deposit,Yes
8032,55,17,No,$46.28 ,40,Salary,96054.4,71,Sales,Male,Married,5,24,Mail Check,Yes
8033,36,8,No,$53.23 ,40,Salary,110728.4,-9,Manufacturing,Female,Married,6,N/A,Mailed Check,Yes
8034,23,1,No,$22.53 ,40,Salary,46862.4,35,Manufacturing,Female,Married,2,13,Mailed Check,Yes
8035,42,3,No,$81.57 ,40,Salary,169665.6,84,Manufacturing,Female,Married,3,12,Mailed Check,Yes
8036,37,8,Yes,$30.61 ,40,Salary,63668.8,56,Healthcare,Female,Married,4,17,Direct Deposit,Yes
8037,26,3,Yes,$17.79 ,40,Salary,37003.2,63,Healthcare,Male,Married,2,14,Mailed Check,N/A
8038,36,6,No,$92.86 ,40,Salary,333148.8,28,Marketing,Female,Married,6,N/A,DirectDeposit,Yes
8039,47,15,Yes,$72.57 ,40,Salary,150945.6,36,Human Resources,Male,Single,1,9,DirectDeposit,N/A
8040,51,18,No,$85.66 ,40,Salary,178172.8,60,Manufacturing,Male,Divorced,9,24,Mail Check,Yes
8041,53,13,Yes,$36.22 ,40,Salary,75337.6,-12,Human Resources,Male,Divorced,6,16,Mail Check,Yes
8042,36,9,Yes,$72.04 ,40,Salary,149843.2,3,Sales,Female,Divorced,3,22,Mailed Check,Yes
8043,42,9,Yes,$85.73 ,40,Salary,178328.4,84,Marketing,Female,Divorced,8,6,Mailed Check,Yes
8044,31,8,No,$25.68 ,40,Salary,53414.4,67,Research,Male,Divorced,1,13,Mailed Check,Yes
8045,55,18,No,$49.76 ,40,Salary,103500.8,35,Research,Female,Divorced,8,11,Direct_Deposit,Yes
8046,60,15,No,$48.44 ,40,Salary,100755.2,82,Laboratory,Female,Married,1,25,Direct_Deposit,Yes
8047,26,3,No,$20.81 ,40,Salary,43284.8,92,Human Resources,Male,Married,2,9,Mailed Check,Yes
8048,54,14,No,$78.72 ,40,Salary,163737.6,5,Healthcare,Prefer Not to Answer,Single,2,7,Mailed Check,N/A
8049,52,16,No,$33.38 ,40,Salary,69430.4,60,Information Technology,Female,Divorced,9,N/A,Direct_Deposit,N/A
8050,32,7,No,$27.01 ,40,Salary,56280.8,94,Human Resources,Male,Married,3,N/A,Mail_Check,Yes
8051,48,16,No,$78.01 ,40,Salary,162260.8,33,Research,Female,Single,6,14,Mailed Check,N/A
8052,25,3,Yes,$21.16 ,40,Salary,44012.8,51,Healthcare,Female,Married,3,N/A,Direct Deposit,N/A
8053,43,14,No,$48.82 ,40,Salary,101545.6,96,Research,Female,Single,6,24,Mail Check,N/A
8054,24,1,Yes,$22.20 ,40,Salary,46176,12,Healthcare,Female,Single,3,21,Mail Check,Yes
8055,42,7,Yes,$62.78 ,40,Salary,130582.4,74,Healthcare,Male,Single,7,14,DirectDeposit,N/A
8056,49,13,Yes,$51.83 ,40,Salary,107806.4,7,Information Technology,Male,Married,3,25,Mailed Check,Yes
8057,61,16,No,$81.54 ,40,Salary,169603.2,47,Research,Female,Single,7,25,Mailed Check,N/A
8058,24,1,No,$21.87 ,40,Salary,45489.6,87,Laboratory,Female,Married,3,23,Mail_Check,N/A
8059,31,1,Yes,$27.32 ,40,Salary,56825.6,88,Laboratory,Male,Married,1,22,Mail Check,Yes
8060,25,3,Yes,$20.93 ,40,Salary,43534.4,-12,Healthcare,Female,Married,2,24,Direct_Deposit,Yes
8061,50,13,Yes,$76.67 ,40,Salary,159473.6,90,Research,Female,Single,5,9,Mail Check,N/A
8062,60,9,No,$64.99 ,40,Salary,135179.2,-11,Information Technology,Male,Married,9,9,Mail Check,Yes
8063,39,3,Yes,$70.53 ,40,Salary,146702.4,37,Research,Male,Divorced,8,20,Mail Check,Yes
8064,59,11,No,$55.98 ,40,Salary,116438.4,6,Laboratory,Male,Single,7,16,Mailed Check,N/A
8065,31,5,No,$29.92 ,40,Salary,62233.6,32,Sales,Female,Married,3,9,Mailed Check,Yes
8066,32,10,Yes,$23.54 ,40,Salary,48963.2,14,Sales,Male,Married,2,8,Mail_Check,N/A
8067,50,8,No,$59.03 ,40,Salary,122782.4,22,Human Resources,Female,Married,2,24,Mail Check,Yes
8068,26,3,No,$22.16 ,40,Salary,46092.8,6,Research,Male,Divorced,3,N/A,Mail_Check,N/A
8069,31,1,No,$23.12 ,40,Salary,48089.6,-5,Human Resources,Female,Married,1,20,Mailed Check,Yes
8070,44,17,No,$84.45 ,40,Salary,175656,35,Healthcare,Male,Married,8,5,Mail Check,Yes
8071,39,6,Yes,$54.05 ,40,Salary,112424,83,Research,Female,Single,8,N/A,Mail Check,N/A
8072,48,8,No,$77.47 ,40,Salary,161137.6,-6,Manufacturing,Female,Divorced,3,15,Mail Check,Yes
8073,42,10,Yes,$44.45 ,40,Salary,92456,-4,Manufacturing,Female,Single,N/A,N/A,Mail Check,N/A
8074,38,2,No,$87.65 ,40,Salary,282312,79,Marketing,Female,Single,4,10,Mail Check,N/A
8075,60,15,No,$97.55 ,40,Salary,202904,47,Research,Female,Divorced,2,15,Mailed Check,Yes
8076,52,12,Yes,$90.65 ,40,Salary,288552,3,Research,Male,Single,5,25,Mailed Check,N/A
8077,40,6,Yes,$32.40 ,40,Salary,67392,76,Research,Female,Single,7,9,Mail Check,Yes
8078,21,1,Yes,$21.20 ,40,Salary,3096,27,Research,Male,Single,1,10,Mail Check,Yes
8079,39,8,No,$44.47 ,40,Salary,92497.6,40,Human Resources,Male,Divorced,6,6,Mail Check,Yes
8080,46,18,No,$57.33 ,40,Salary,133246.4,36,Sales,Female,Single,7,23,Mail Check,N/A
8081,37,4,No,$29.16 ,40,Salary,60652.8,52,Human Resources,Male,Single,6,8,Direct_Deposit,Yes
8082,54,10,No,$88.38 ,40,Salary,283830.4,-1,Human Resources,Female,Divorced,3,9,Mail Check,Yes
8083,58,14,Yes,$91.66 ,40,Salary,330652.8,60,Human Resources,Female,Divorced,N/A,N/A,Mailed Check,Yes
8084,39,7,No,$28.00 ,40,Salary,58240,90,Research,Male,Married,3,21,Mailed Check,Yes
8085,43,19,Yes,$85.10 ,40,Salary,177008,83,Manufacturing,Female,Married,5,25,Mail Check,Yes
8086,54,19,No,$74.27 ,40,Salary,154481.6,33,Information Technology,Female,Single,5,16,Mail Check,N/A
8087,35,2,No,$31.15 ,40,Salary,64792,57,Manufacturing,Female,Divorced,4,11,Direct_Deposit,Yes
8088,40,8,No,$26.58 ,40,Salary,55286.4,25,Research,Male,Married,1,7,Direct_Deposit,Yes
8089,39,10,No,$84.78 ,40,Salary,176342.4,5,Marketing,Female,Single,1,8,Mail Check,N/A
8090,43,11,No,$88.35 ,40,Salary,283768,75,Sales,Prefer Not to Answer,Married,6,20,DirectDeposit,Yes
8091,48,14,No,$82.57 ,40,Salary,171745.6,48,Human Resources,Male,Single,9,16,Mail Check,N/A
8092,34,1,No,$29.31 ,40,Salary,62392,16,Sales,Male,Divorced,3,N/A,Mailed Check,N/A
8093,61,13,Yes,$48.48 ,40,Salary,100838.4,72,Manufacturing,Female,Married,3,16,Direct_Deposit,Yes
8094,47,12,Yes,$41.54 ,40,Salary,86403.2,13,Marketing,Female,Single,6,21,Mail Check,Yes
8095,26,3,No,$17.36 ,40,Salary,36108.8,94,Human Resources,Female,Married,2,19,MailedCheck,N/A
8096,36,2,Yes,$77.93 ,40,Salary,162094.4,80,Healthcare,Female,Single,6,N/A,Mail Check,N/A
8097,59,11,Yes,$73.53 ,40,Salary,152942.4,41,Sales,Prefer Not to Answer,Divorced,9,22,Mail Check,Yes
8098,58,15,Yes,$38.40 ,40,Salary,79872,2,Sales,Female,Single,5,5,Mailed Check,Yes
8099,45,20,Yes,$97.26 ,40,Salary,202300.8,86,Laboratory,Male,Single,1,12,DirectDeposit,N/A
8100,37,5,No,$93.98 ,40,Salary,335478.4,2,Information Technology,Female,Single,6,19,Mail Check,N/A
8101,41,8,Yes,$48.57 ,40,Salary,101025.6,44,Laboratory,Female,Married,3,N/A,Mail Check,Yes
8102,38,10,Yes,$63.62 ,40,Salary,132329.6,69,Research,Female,Divorced,2,9,Mailed Check,Yes
8103,44,13,Yes,$67.14 ,40,Salary,139651.2,92,Human Resources,Female,Married,3,N/A,Mailed Check,Yes
8104,47,16,No,$73.00 ,40,Salary,152840,13,Human Resources,Female,Married,9,N/A,Mail Check,Yes
8105,50,7,No,$51.04 ,40,Salary,106163.2,94,Human Resources,Male,Divorced,4,11,Mail Check,Yes
8106,55,10,No,$54.00 ,40,Salary,112320,73,Marketing,Female,Divorced,3,25,Mail Check,Yes
8107,50,11,Yes,$55.28 ,40,Salary,114774.4,68,Human Resources,Female,Married,2,12,Mail Check,Yes
8108,39,9,Yes,$70.41 ,40,Salary,146452.8,90,Laboratory,Female,Married,1,18,DirectDeposit,Yes
8109,59,12,No,$32.44 ,40,Salary,67475.2,46,Research,Male,Married,5,N/A,Mail Check,Yes
8110,30,8,No,$22.88 ,40,Salary,47590.4,4,Human Resources,Female,Divorced,3,22,Direct_Deposit,Yes
8111,58,18,No,$39.22 ,40,Salary,81577.6,54,Sales,Female,Single,1,23,Mailed Check,Yes
8112,31,7,No,$27.06 ,40,Salary,56284.8,54,Marketing,Female,Married,3,22,Mailed Check,Yes
8113,58,12,Yes,$91.13 ,40,Salary,289550.4,99,Sales,Male,Married,1,7,Mail Check,Yes
8114,30,8,No,$28.39 ,40,Salary,59051.2,31,Laboratory,Male,Single,2,17,Direct_Deposit,Yes
8115,27,5,Yes,$22.28 ,40,Salary,46134.4,23,Research,Female,Divorced,1,17,Mail_Check,N/A
8116,45,18,No,$58.54 ,40,Salary,121763.2,21,Information Technology,Female,Married,4,15,Mail Check,Yes
8117,48,11,No,$75.95 ,40,Salary,157976,46,Laboratory,Male,Married,3,N/A,DirectDeposit,Yes
8118,47,13,Yes,$83.10 ,40,Salary,172848,39,Human Resources,Female,Married,8,17,Mail Check,Yes
8119,39,9,Yes,$73.66 ,40,Salary,153212.8,88,Sales,Female,Married,9,16,Mail Check,Yes
8120,30,1,Yes,$28.09 ,40,Salary,58427.2,-2,Sales,Male,Married,3,N/A,Mailed Check,Yes
8121,45,7,Yes,$84.09 ,40,Salary,174907.2,75,Marketing,Male,Single,4,N/A,Mail Check,N/A
8122,49,11,Yes,$71.83 ,40,Salary,149406.4,38,Research,Female,Married,9,12,Mail Check,Yes
8123,28,6,No,$23.78 ,40,Salary,49462.4,41,Sales,Female,Single,3,14,Mail_Check,Yes
8124,41,10,No,$60.72 ,40,Salary,126297.6,29,Healthcare,Female,Married,6,19,Mailed Check,Yes
8125,41,10,Yes,$37.94 ,40,Salary,78915.2,-15,Research,Female,Married,N/A,12,Mail Check,Yes
8126,45,8,Yes,$50.83 ,40,Salary,105726.4,4,Healthcare,Female,Divorced,1,24,Mail Check,Yes
8127,57,15,No,$71.38 ,40,Salary,148470.4,3,Marketing,Male,Single,7,22,Mailed Check,N/A
8128,50,8,Yes,$91.10 ,40,Salary,289488,97,Healthcare,Male,Married,3,16,Mail Check,Yes
8129,47,14,Yes,$61.39 ,40,Salary,127691.2,45,Information Technology,Female,Married,1,11,Mailed Check,Yes
8130,42,1,No,$48.11 ,40,Salary,100068.8,58,Healthcare,Male,Married,7,15,Mail Check,Yes
8131,49,7,No,$58.38 ,40,Salary,121430.4,88,Research,Male,Divorced,3,10,Mail Check,Yes
8132,26,3,Yes,$21.07 ,40,Salary,2825.6,26,Research,Female,Divorced,1,22,Direct_Deposit,N/A
8133,37,7,No,$26.43 ,40,Salary,54974.4,73,Manufacturing,Female,Single,2,9,Mail Check,Yes
8134,43,12,Yes,$64.28 ,40,Salary,133702.4,12,Laboratory,Male,Single,5,14,Mail Check,N/A
8135,43,11,Yes,$35.87 ,40,Salary,74609.6,79,Manufacturing,Female,Divorced,2,10,Mail Check,Yes
8136,56,13,Yes,$81.15 ,40,Salary,168792,-10,Sales,Male,Married,7,15,Mailed Check,Yes
8137,34,6,No,$26.29 ,40,Salary,54683.2,35,Sales,Female,Married,4,N/A,Direct Deposit,N/A
8138,52,19,No,$33.01 ,40,Salary,39540.8,15,Sales,Female,Single,9,23,Direct_Deposit,Yes
8139,33,1,Yes,$24.10 ,40,Salary,50128,9,Sales,Male,Single,3,N/A,Mail_Check,Yes
8140,39,10,No,$79.08 ,40,Salary,164486.4,55,Sales,Female,Married,4,16,Mail Check,Yes
8141,26,3,No,$21.55 ,40,Salary,44824,49,Healthcare,Male,Single,1,24,Mailed Check,Yes
8142,38,9,Yes,$29.00 ,40,Salary,60320,61,Research,Female,Divorced,6,11,Mail Check,Yes
8143,60,20,No,$80.44 ,40,Salary,167315.2,9,Healthcare,Male,Single,8,14,Mail Check,N/A
8144,42,7,No,$42.22 ,40,Salary,87817.6,94,Healthcare,Female,Married,8,N/A,Mail Check,Yes
8145,61,13,Yes,$69.27 ,40,Salary,144081.6,15,Healthcare,Female,Divorced,7,6,Mail Check,Yes
8146,37,6,Yes,$29.72 ,40,Salary,62817.6,15,Research,Female,Divorced,3,N/A,Mail Check,Yes
8147,46,16,Yes,$92.17 ,40,Salary,331713.6,39,Healthcare,Female,Single,3,25,Mail Check,N/A
8148,46,12,No,$34.45 ,40,Salary,71656,92,Manufacturing,Male,Single,1,8,Direct_Deposit,Yes
8149,44,11,No,$37.58 ,40,Salary,78166.4,33,Research,Female,Divorced,9,23,Mail Check,Yes
8150,49,20,Yes,$64.57 ,40,Salary,134305.6,69,Healthcare,Male,Married,5,17,DirectDeposit,Yes
8151,41,6,No,$57.58 ,40,Salary,133766.4,59,Marketing,Male,Married,7,15,DirectDeposit,Yes
8152,51,11,No,$90.66 ,40,Salary,288572.8,7,Information Technology,Female,Married,3,6,Mail Check,Yes
8153,41,2,No,$44.77 ,40,Salary,93121.6,68,Research,Female,Single,4,19,Mailed Check,Yes
8154,50,5,No,$51.73 ,40,Salary,107598.4,59,Sales,Female,Married,N/A,18,Mail Check,Yes
8155,30,5,Yes,$28.47 ,40,Salary,38417.6,73,Manufacturing,Male,Divorced,2,24,Mailed Check,Yes
8156,30,5,Yes,$30.08 ,40,Salary,62566.4,73,Human Resources,Male,Married,2,23,Direct Deposit,Yes
8157,60,19,No,$54.17 ,40,Salary,112673.6,34,Sales,Female,Married,7,11,Direct_Deposit,Yes
8158,36,4,Yes,$43.63 ,40,Salary,90750.4,76,Laboratory,Male,Divorced,5,21,Mail Check,Yes
8159,36,10,Yes,$96.64 ,40,Salary,201011.2,42,Information Technology,Male,Divorced,1,N/A,DirectDeposit,Yes
8160,22,1,No,$17.90 ,40,Salary,37232,82,Sales,Male,Married,3,13,Mailed Check,Yes
8161,39,8,Yes,$41.07 ,40,Salary,85425.6,63,Healthcare,Male,Divorced,6,22,Direct_Deposit,Yes
8162,42,8,Yes,$96.33 ,40,Salary,200075.2,43,Human Resources,Female,Married,3,23,Mailed Check,Yes
8163,36,2,Yes,$29.31 ,40,Salary,60964.8,64,Sales,Male,Single,5,13,Mail Check,Yes
8164,42,10,No,$35.54 ,40,Salary,73923.2,58,Information Technology,Female,Married,5,23,Mail Check,Yes
8165,46,16,Yes,$66.02 ,40,Salary,137321.6,74,Research,Prefer Not to Answer,Single,4,N/A,Mailed Check,N/A
8166,61,11,Yes,$60.53 ,40,Salary,125902.4,-10,Research,Female,Married,7,7,Mailed Check,Yes
8167,36,3,Yes,$95.25 ,40,Salary,338120,33,Marketing,Male,Married,6,24,DirectDeposit,Yes
8168,40,4,Yes,$28.90 ,40,Salary,60112,10,Manufacturing,Female,Divorced,6,20,Mailed Check,Yes
8169,40,10,Yes,$37.94 ,40,Salary,78915.2,45,Healthcare,Male,Married,6,10,Mail Check,Yes
8170,27,3,Yes,$21.85 ,40,Salary,45448,21,Sales,Female,Divorced,3,21,Mailed Check,N/A
8171,44,6,Yes,$34.31 ,40,Salary,71364.8,95,Marketing,Female,Married,N/A,21,Mail Check,Yes
8172,33,10,Yes,$29.42 ,40,Salary,64284.8,31,Laboratory,Female,Divorced,5,23,Mailed Check,N/A
8173,26,3,No,$17.70 ,40,Salary,36816,85,Healthcare,Male,Married,3,13,Mailed Check,N/A
8174,46,14,Yes,$53.35 ,40,Salary,110968,54,Sales,Female,Divorced,8,12,Mail Check,Yes
8175,36,10,No,$27.84 ,40,Salary,57907.2,58,Marketing,Female,Single,5,15,Mail_Check,Yes
8176,61,20,No,$92.27 ,40,Salary,333321.6,-3,Laboratory,Male,Divorced,4,N/A,Mail Check,Yes
8177,30,5,No,$28.86 ,40,Salary,60028.8,31,Research,Male,Divorced,3,9,Mailed Check,N/A
8178,59,20,No,$78.04 ,40,Salary,162323.2,88,Manufacturing,Female,Married,1,12,Mail Check,Yes
8179,22,1,No,$17.98 ,40,Salary,37398.4,24,Research,Male,Married,1,25,Mailed Check,Yes
8180,39,8,No,$70.70 ,40,Salary,147056,0,Laboratory,Female,Single,9,11,Mail Check,N/A
8181,51,20,Yes,$70.40 ,40,Salary,146432,47,Research,Male,Divorced,6,12,Mail Check,Yes
8182,32,9,Yes,$27.28 ,40,Salary,56742.4,5,Research,Female,Divorced,2,13,Mailed Check,Yes
8183,38,4,Yes,$35.10 ,40,Salary,73008,87,Information Technology,Male,Married,1,23,Mail Check,Yes
8184,40,9,Yes,$32.40 ,40,Salary,67392,29,Laboratory,Female,Married,7,14,Mail Check,Yes
8185,58,6,No,$51.65 ,40,Salary,107432,51,Laboratory,Male,Married,N/A,16,Mail Check,Yes
8186,39,6,No,$38.01 ,40,Salary,79060.8,3,Sales,Male,Single,1,N/A,Mail Check,Yes
8187,42,5,Yes,$65.37 ,40,Salary,135969.6,35,Marketing,Female,Divorced,N/A,7,Mailed Check,Yes
8188,59,15,No,$85.24 ,40,Salary,177299.2,46,Manufacturing,Prefer Not to Answer,Divorced,6,17,Mail Check,Yes
8189,48,20,No,$76.34 ,40,Salary,158787.2,0,Human Resources,Male,Married,3,25,DirectDeposit,Yes
8190,45,20,Yes,$52.12 ,40,Salary,108409.6,4,Manufacturing,Male,Married,3,16,Mailed Check,Yes
8191,56,15,No,$32.00 ,40,Salary,66560,68,Manufacturing,Male,Divorced,3,22,Mail Check,N/A
8192,24,1,Yes,$20.74 ,40,Salary,43139.2,-11,Human Resources,Male,Married,2,8,Mail_Check,N/A
8193,30,8,Yes,$26.23 ,40,Salary,54558.4,15,Information Technology,Male,Single,3,14,Mailed Check,Yes
8194,32,3,No,$22.86 ,40,Salary,47548.8,7,Laboratory,Male,Married,1,6,Mail_Check,N/A
8195,32,7,No,$28.41 ,40,Salary,59092.8,33,Marketing,Male,Married,2,5,Direct Deposit,Yes
8196,37,5,Yes,$78.66 ,40,Salary,163612.8,-14,Manufacturing,Female,Divorced,4,7,Mailed Check,Yes
8197,46,17,No,$81.43 ,40,Salary,169374.4,30,Research,Female,Married,N/A,19,DirectDeposit,Yes
8198,60,14,No,$44.08 ,40,Salary,91686.4,29,Sales,Female,Single,4,23,Mail Check,N/A
8199,23,1,Yes,$20.62 ,40,Salary,2889.6,5,Research,Male,Married,2,24,Direct_Deposit,Yes
8200,46,18,Yes,$41.79 ,40,Salary,86923.2,29,Human Resources,Male,Single,3,5,Direct_Deposit,Yes
8201,47,18,Yes,$58.04 ,40,Salary,120723.2,93,Sales,Male,Married,6,5,Mail Check,Yes
8202,32,8,Yes,$30.57 ,40,Salary,-13414.4,90,Marketing,Male,Married,3,6,Mail Check,Yes
8203,48,6,No,$57.17 ,40,Salary,128913.6,32,Marketing,Male,Single,2,18,DirectDeposit,N/A
8204,57,6,No,$81.69 ,40,Salary,169915.2,-6,Marketing,Male,Divorced,6,9,Mail Check,Yes
8205,61,18,No,$93.14 ,40,Salary,333731.2,8,Human Resources,Female,Divorced,N/A,7,DirectDeposit,Yes
8206,59,19,No,$33.76 ,40,Salary,41100.8,52,Laboratory,Male,Divorced,6,13,Mail_Check,N/A
8207,45,18,Yes,$46.54 ,40,Salary,96803.2,72,Research,Female,Single,7,N/A,Mail Check,N/A
8208,28,6,No,$23.29 ,40,Salary,48443.2,87,Human Resources,Male,Single,3,11,Direct Deposit,Yes
8209,58,12,Yes,$68.15 ,40,Salary,141752,24,Human Resources,Male,Married,7,23,Mailed Check,Yes
8210,32,7,No,$27.34 ,40,Salary,56867.2,20,Marketing,Male,Single,1,9,Direct Deposit,Yes
8211,57,20,Yes,$65.03 ,40,Salary,135262.4,17,Sales,Male,Single,2,16,Mail Check,N/A
8212,53,20,Yes,$49.07 ,40,Salary,102065.6,60,Healthcare,Male,Divorced,6,25,Mailed Check,Yes
8213,53,10,No,$45.76 ,40,Salary,95280.8,6,Sales,Male,Divorced,8,23,Direct_Deposit,Yes
8214,56,10,No,$53.28 ,40,Salary,110614.4,39,Manufacturing,Male,Married,4,N/A,Direct_Deposit,Yes
8215,45,19,Yes,$56.89 ,40,Salary,128331.2,92,Manufacturing,Male,Married,9,11,DirectDeposit,Yes
8216,60,11,No,$41.84 ,40,Salary,87027.2,38,Sales,Male,Divorced,5,19,Mail Check,Yes
8217,50,9,No,$97.98 ,40,Salary,203798.4,84,Human Resources,Female,Married,1,14,Mail Check,Yes
8218,43,17,No,$44.49 ,40,Salary,92539.2,33,Manufacturing,Male,Single,7,17,Direct_Deposit,N/A
8219,55,19,No,$71.33 ,40,Salary,148075.2,27,Manufacturing,Female,Single,1,15,Mailed Check,N/A
8220,47,16,No,$89.41 ,40,Salary,285972.8,41,Research,Female,Single,5,14,Mail Check,N/A
